"ID","Name_submitted","Overall_score","Name_matched_id","Name_matched","Name_score","Name_matched_rank","Author_submitted","Author_matched","Author_score","Canonical_author","Name_matched_accepted_family","Genus_submitted","Genus_matched","Genus_score","Specific_epithet_submitted","Specific_epithet_matched","Specific_epithet_score","Family_submitted","Family_matched","Family_score","Infraspecific_rank","Infraspecific_epithet_matched","Infraspecific_epithet_score","Infraspecific_rank_2","Infraspecific_epithet_2_matched","Infraspecific_epithet_2_score","Annotations","Unmatched_terms","Name_matched_url","Name_matched_lsid","Phonetic","Taxonomic_status","Accepted_name","Accepted_species","Accepted_name_author","Accepted_name_id","Accepted_name_rank","Accepted_name_url","Accepted_name_lsid","Accepted_family","Overall_score_order","Highertaxa_score_order","Source","Warnings","selected","unique_id"
"127","Campanula persicifolia","1","819370","Campanula persicifolia","1","species","","","","L.","Campanulaceae","Campanula","Campanula","1","persicifolia","persicifolia","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000828132;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:365512","","Y","Accepted","Campanula persicifolia","Campanula persicifolia","L.","819370","species","http://www.worldfloraonline.org/taxon/wfo-0000828132;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:365512","","Campanulaceae","1","1","wfo,wcvp","",true,202
"128","Campanula rapunculoides","1","819653","Campanula rapunculoides","1","species","","","","L.","Campanulaceae","Campanula","Campanula","1","rapunculoides","rapunculoides","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000828416;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:365789","","Y","Accepted","Campanula rapunculoides","Campanula rapunculoides","L.","819653","species","http://www.worldfloraonline.org/taxon/wfo-0000828416;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:365789","","Campanulaceae","1","1","wfo,wcvp","",true,203
"129","Campanula rotundifolia","1","819786","Campanula rotundifolia","1","species","","","","L.","Campanulaceae","Campanula","Campanula","1","rotundifolia","rotundifolia","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000828550;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:365918","","Y","Accepted","Campanula rotundifolia","Campanula rotundifolia","L.","819786","species","http://www.worldfloraonline.org/taxon/wfo-0000828550;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:365918","","Campanulaceae","1","1","wfo,wcvp","",true,204
"130","Campanula scheuchzeri","1","820054","Campanula scheuchzeri","1","species","","","","Vill.","Campanulaceae","Campanula","Campanula","1","scheuchzeri","scheuchzeri","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000828819;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:366203","","Y","Accepted","Campanula scheuchzeri","Campanula scheuchzeri","Vill.","820054","species","http://www.worldfloraonline.org/taxon/wfo-0000828819;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:366203","","Campanulaceae","1","1","wfo,wcvp","",true,205
"131","Campanula sparsa","1","820223","Campanula sparsa","1","species","","","","Friv.","Campanulaceae","Campanula","Campanula","1","sparsa","sparsa","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000828989;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:366372","","Y","Accepted","Campanula sparsa","Campanula sparsa","Friv.","820223","species","http://www.worldfloraonline.org/taxon/wfo-0000828989;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:366372","","Campanulaceae","1","1","wfo,wcvp","",true,208
"132","Campanula spatulata subsp spatulata","1","829926","Campanula spatulata subsp. spatulata","1","subspecies","","","","","Campanulaceae","Campanula","Campanula","1","spatulata","spatulata","1","","","","subsp.","spatulata","1","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000838729;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:376037","","Y","Accepted","Campanula spatulata subsp. spatulata","Campanula spatulata","","829926","subspecies","http://www.worldfloraonline.org/taxon/wfo-0000838729;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:376037","","Campanulaceae","1","1","wfo,wcvp","",true,209
"133","Campanula spatulata subs spruneriana","","","[No match found]","","","","","","","","Campanula","","","spatulata","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","",true,210
"134","Campanula trachelion","0.96021221090168","820408","Campanula trachelium","0.96021221090168","species","","","","L.","Campanulaceae","Campanula","Campanula","1","trachelion","trachelium","0.8","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000829176;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:366545","","","Accepted","Campanula trachelium","Campanula trachelium","L.","820408","species","http://www.worldfloraonline.org/taxon/wfo-0000829176;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:366545","","Campanulaceae","1","1","wfo,wcvp","",true,214
"135","Campanula uniflora","1","820500","Campanula uniflora","1","species","","","","L.","Campanulaceae","Campanula","Campanula","1","uniflora","uniflora","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000829268","","Y","Accepted","Campanula uniflora","Campanula uniflora","L.","820500","species","http://www.worldfloraonline.org/taxon/wfo-0000829268","","Campanulaceae","1","1","wfo","",true,217
"136","Campanula versicolor","1","820554","Campanula versicolor","1","species","","","","Andrews","Campanulaceae","Campanula","Campanula","1","versicolor","versicolor","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000829322;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:366681","","Y","Accepted","Campanula versicolor","Campanula versicolor","Andrews","820554","species","http://www.worldfloraonline.org/taxon/wfo-0000829322;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:366681","","Campanulaceae","1","1","wfo,wcvp","",true,219
"137","Campsis radicans","1","773280","Campsis radicans","1","species","","","","(L.) Seem.","Bignoniaceae","Campsis","Campsis","1","radicans","radicans","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000781862","","Y","Accepted","Campsis radicans","Campsis radicans","(L.) Seem.","773280","species","http://www.worldfloraonline.org/taxon/wfo-0000781862","","Bignoniaceae","1","1","wfo","[Ambiguous]",true,220
"138","Canarina canariensis","1","820639","Canarina canariensis","1","species","","","","(L.) Vatke","Campanulaceae","Canarina","Canarina","1","canariensis","canariensis","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000829407;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:366766","","Y","Accepted","Canarina canariensis","Canarina canariensis","(L.) Vatke","820639","species","http://www.worldfloraonline.org/taxon/wfo-0000829407;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:366766","","Campanulaceae","1","1","wfo,wcvp","",true,223
"139","Kohleria tigridia","1","352600","Kohleria tigridia","1","species","","","","(Ohlend.) Roalson & Boggan","Gesneriaceae","Kohleria","Kohleria","1","tigridia","tigridia","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000357892;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2336648","","Y","Accepted","Kohleria tigridia","Kohleria tigridia","(Ohlend.) Roalson & Boggan","352600","species","http://www.worldfloraonline.org/taxon/wfo-0000357892;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2336648","","Gesneriaceae","1","1","wfo,wcvp","",true,224
"140","Capparis ferruginea","1","577521","Capparis ferruginea","1","species","","","","L.","Capparaceae","Capparis","Capparis","1","ferruginea","ferruginea","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000584701;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2697167","","Y","Synonym","Morisonia ferruginea","Morisonia ferruginea","(L.) Christenh. & Byng","1371724","species","http://www.worldfloraonline.org/taxon/wfo-0001423779;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3228615","","Capparaceae","1","1","wfo,wcvp","",true,225
"141","Cynophalla flexuosa","1","626902","Cynophalla flexuosa","1","species","","","","J.Presl","Capparaceae","Cynophalla","Cynophalla","1","flexuosa","flexuosa","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000634340","","Y","Synonym","Morisonia flexuosa","Morisonia flexuosa","L.","370311","species","http://www.worldfloraonline.org/taxon/wfo-0000375822","","Capparaceae","1","1","wfo","",true,226
"142","Capparis spinosa","1","29994","Capparis spinosa","1","species","","","","L.","Capparaceae","Capparis","Capparis","1","spinosa","spinosa","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000029724;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2697596","","Y","Accepted","Capparis spinosa","Capparis spinosa","L.","29994","species","http://www.worldfloraonline.org/taxon/wfo-0000029724;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2697596","","Capparaceae","1","1","wfo,wcvp","",true,228
"143","Capraria biflora","1","578125","Capraria biflora","1","species","","","","L.","Scrophulariaceae","Capraria","Capraria","1","biflora","biflora","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000585310;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2697734","","Y","Accepted","Capraria biflora","Capraria biflora","L.","578125","species","http://www.worldfloraonline.org/taxon/wfo-0000585310;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2697734","","Scrophulariaceae","1","1","wfo,wcvp","",true,229
"144","Capsella bursa-pastoris","1","578403","Capsella bursa-pastoris","1","species","","","","Medik.","Brassicaceae","Capsella","Capsella","1","bursa-pastoris","bursa-pastoris","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000585589","","Y","Accepted","Capsella bursa-pastoris","Capsella bursa-pastoris","Medik.","578403","species","http://www.worldfloraonline.org/taxon/wfo-0000585589","","Brassicaceae","1","1","wfo","",true,230
"145","Cardamine angustata","1","579291","Cardamine angustata","1","species","","","","O.E.Schulz","Brassicaceae","Cardamine","Cardamine","1","angustata","angustata","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000586479;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2699438","","Y","Accepted","Cardamine angustata","Cardamine angustata","O.E.Schulz","579291","species","http://www.worldfloraonline.org/taxon/wfo-0000586479;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2699438","","Brassicaceae","1","1","wfo,wcvp","",true,232
"146","Lepidium draba","1","355994","Lepidium draba","1","species","","","","L.","Brassicaceae","Lepidium","Lepidium","1","draba","draba","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000361312;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2342458","","Y","Accepted","Lepidium draba","Lepidium draba","L.","355994","species","http://www.worldfloraonline.org/taxon/wfo-0000361312;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2342458","","Brassicaceae","1","1","wfo,wcvp","",true,233
"147","Carduus pycnocephalus ssp albidus","1","101238","Carduus pycnocephalus subsp. albidus","1","subspecies","","","","(M.Bieb.) Kazmi","Asteraceae","Carduus","Carduus","1","pycnocephalus","pycnocephalus","1","","","","subsp.","albidus","1","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000102277;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3041145","","Y","Accepted","Carduus pycnocephalus subsp. albidus","Carduus pycnocephalus","(M.Bieb.) Kazmi","101238","subspecies","http://www.worldfloraonline.org/taxon/wfo-0000102277;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3041145","","Asteraceae","1","1","wfo,wcvp","",true,234
"148","Carnegia gigantea","0.98210117101673","580948","Carnegiea gigantea","0.98210117101673","species","","","","(Engelm.) Britton & Rose","Cactaceae","Carnegia","Carnegiea","0.88888888888889","gigantea","gigantea","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000588147;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2701125","","Y","Accepted","Carnegiea gigantea","Carnegiea gigantea","(Engelm.) Britton & Rose","580948","species","http://www.worldfloraonline.org/taxon/wfo-0000588147;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2701125","","Cactaceae","1","1","wfo,wcvp","",true,236
"149","Caryocar brasiliense","1","799353","Caryocar brasiliense","1","species","","","","Cambess.","Caryocaraceae","Caryocar","Caryocar","1","brasiliense","brasiliense","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000808012","","Y","Accepted","Caryocar brasiliense","Caryocar brasiliense","Cambess.","799353","species","http://www.worldfloraonline.org/taxon/wfo-0000808012","","Caryocaraceae","1","1","wfo","",true,237
"150","Chamaecrista fasciculata","1","176185","Chamaecrista fasciculata","1","species","","","","(Michx.) Greene","Fabaceae","Chamaecrista","Chamaecrista","1","fasciculata","fasciculata","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000178525;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2714856","","Y","Accepted","Chamaecrista fasciculata","Chamaecrista fasciculata","(Michx.) Greene","176185","species","http://www.worldfloraonline.org/taxon/wfo-0000178525;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2714856","","Fabaceae","1","1","wfo,wcvp","",true,239
"151","Senna ligustrina","1","162360","Senna ligustrina","1","species","","","","(L.) H.S.Irwin & Barneby","Fabaceae","Senna","Senna","1","ligustrina","ligustrina","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000164260;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2490490","","Y","Accepted","Senna ligustrina","Senna ligustrina","(L.) H.S.Irwin & Barneby","162360","species","http://www.worldfloraonline.org/taxon/wfo-0000164260;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2490490","","Fabaceae","1","1","wfo,wcvp","",true,240
"152","Senna occidentalis","1","162525","Senna occidentalis","1","species","","","","(L.) Link","Fabaceae","Senna","Senna","1","occidentalis","occidentalis","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000164430;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2490483","","Y","Accepted","Senna occidentalis","Senna occidentalis","(L.) Link","162525","species","http://www.worldfloraonline.org/taxon/wfo-0000164430;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2490483","","Fabaceae","1","1","wfo,wcvp","",true,241
"153","Casuarina equisetifolia","1","583448","Casuarina equisetifolia","1","species","","","","L.","Casuarinaceae","Casuarina","Casuarina","1","equisetifolia","equisetifolia","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000590663;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:382558","","Y","Accepted","Casuarina equisetifolia","Casuarina equisetifolia","L.","583448","species","http://www.worldfloraonline.org/taxon/wfo-0000590663;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:382558","","Casuarinaceae","1","1","wfo,wcvp","",true,242
"154","Cavendishia bracteata","1","584080","Cavendishia bracteata","1","species","","","","(Ruiz & Pav. ex J.St.Hil.) Hoerold","Ericaceae","Cavendishia","Cavendishia","1","bracteata","bracteata","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000591297","","Y","Accepted","Cavendishia bracteata","Cavendishia bracteata","(Ruiz & Pav. ex J.St.Hil.) Hoerold","584080","species","http://www.worldfloraonline.org/taxon/wfo-0000591297","","Ericaceae","1","1","wfo","",true,243
"155","Cedrela tonduzii","1","585256","Cedrela tonduzii","1","species","","","","C.DC.","Meliaceae","Cedrela","Cedrela","1","tonduzii","tonduzii","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000592477;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2707263","","Y","Accepted","Cedrela tonduzii","Cedrela tonduzii","C.DC.","585256","species","http://www.worldfloraonline.org/taxon/wfo-0000592477;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2707263","","Meliaceae","1","1","wfo,wcvp","",true,245
"156","Centaurea orphanidea ssp orphanidea","1","47752","Centaurea orphanidea subsp. orphanidea","1","subspecies","","","","","Asteraceae","Centaurea","Centaurea","1","orphanidea","orphanidea","1","","","","subsp.","orphanidea","1","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000047753","","Y","Synonym","Centaurea orphanidea","Centaurea orphanidea","Heldr. & Sartori ex Boiss.","17639","species","http://www.worldfloraonline.org/taxon/wfo-0000017219","","Asteraceae","1","1","wfo","",true,246
"157","Centaurea raphanina ssp mixta","1","69738","Centaurea raphanina subsp. mixta","1","subspecies","","","","(DC.) Runemark","Asteraceae","Centaurea","Centaurea","1","raphanina","raphanina","1","","","","subsp.","mixta","1","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000070405;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3049144","","Y","Accepted","Centaurea raphanina subsp. mixta","Centaurea raphanina","(DC.) Runemark","69738","subspecies","http://www.worldfloraonline.org/taxon/wfo-0000070405;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3049144","","Asteraceae","1","1","wfo,wcvp","",true,248
"158","Centropogon costaricae","1","820825","Centropogon costaricae","1","species","","","","(Vatke) McVaugh","Campanulaceae","Centropogon","Centropogon","1","costaricae","costaricae","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000829593;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:366942","","Y","Accepted","Centropogon costaricae","Centropogon costaricae","(Vatke) McVaugh","820825","species","http://www.worldfloraonline.org/taxon/wfo-0000829593;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:366942","","Campanulaceae","1","1","wfo,wcvp","",true,249
"159","Centropogon solanifolius","1","821134","Centropogon solanifolius","1","species","","","","Benth.","Campanulaceae","Centropogon","Centropogon","1","solanifolius","solanifolius","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000829902;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:367220","","Y","Accepted","Centropogon solanifolius","Centropogon solanifolius","Benth.","821134","species","http://www.worldfloraonline.org/taxon/wfo-0000829902;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:367220","","Campanulaceae","1","1","wfo,wcvp","",true,250
"160","Psychotria aubletiana","1","279942","Psychotria aubletiana","1","species","","","","Steyerm.","Rubiaceae","Psychotria","Psychotria","1","aubletiana","aubletiana","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000284966;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:167255","","Y","Synonym","Palicourea axillaris","Palicourea axillaris","(Sw.) Borhidi","911640","species","http://www.worldfloraonline.org/taxon/wfo-0000920685;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:466194","","Rubiaceae","1","1","wfo,wcvp","",true,251
"161","Psychotria elata","1","280650","Psychotria elata","1","species","","","","(Sw.) Hammel","Rubiaceae","Psychotria","Psychotria","1","elata","elata","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000285678;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:167913","","Y","Synonym","Palicourea elata","Palicourea elata","(Sw.) Borhidi","911930","species","http://www.worldfloraonline.org/taxon/wfo-0000920977;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:466529","","Rubiaceae","1","1","wfo,wcvp","",true,252
"162","Cerastium latifolium","1","588516","Cerastium latifolium","1","species","","","","L.","Caryophyllaceae","Cerastium","Cerastium","1","latifolium","latifolium","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000595756;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2710513","","Y","Accepted","Cerastium latifolium","Cerastium latifolium","L.","588516","species","http://www.worldfloraonline.org/taxon/wfo-0000595756;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2710513","","Caryophyllaceae","1","1","wfo,wcvp","",true,253
"163","Cerastium theophrasti","1","588976","Cerastium theophrasti","1","species","","","","Merxm. & Strid","Caryophyllaceae","Cerastium","Cerastium","1","theophrasti","theophrasti","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000596220;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2710947","","Y","Accepted","Cerastium theophrasti","Cerastium theophrasti","Merxm. & Strid","588976","species","http://www.worldfloraonline.org/taxon/wfo-0000596220;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2710947","","Caryophyllaceae","1","1","wfo,wcvp","",true,260
"164","Cerastium uniflorum","1","589013","Cerastium uniflorum","1","species","","","","Thom. ex Rchb.","Caryophyllaceae","Cerastium","Cerastium","1","uniflorum","uniflorum","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000596257","","Y","Accepted","Cerastium uniflorum","Cerastium uniflorum","Thom. ex Rchb.","589013","species","http://www.worldfloraonline.org/taxon/wfo-0000596257","","Caryophyllaceae","1","1","wfo","",true,261
"165","Ceropegia thaithongiae","1","1654305","Ceropegia thaithongiae","1","species","","","","Kidyoo","Apocynaceae","Ceropegia","Ceropegia","1","thaithongiae","thaithongiae","1","","","","","","","","","","","","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:524148","","Y","Accepted","Ceropegia thaithongiae","Ceropegia thaithongiae","Kidyoo","1654305","species","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:524148","","Apocynaceae","1","1","wcvp","",true,263
"166","Ceroxylon parvifrons","1","826648","Ceroxylon parvifrons","1","species","","","","H.Wendl.","Arecaceae","Ceroxylon","Ceroxylon","1","parvifrons","parvifrons","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000835443","","Y","Accepted","Ceroxylon parvifrons","Ceroxylon parvifrons","H.Wendl.","826648","species","http://www.worldfloraonline.org/taxon/wfo-0000835443","","Arecaceae","1","1","wfo","",true,264
"167","Ceroxylon ventricosum","1","826721","Ceroxylon ventricosum","1","species","","","","Burret","Arecaceae","Ceroxylon","Ceroxylon","1","ventricosum","ventricosum","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000835516;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:37275","","Y","Accepted","Ceroxylon ventricosum","Ceroxylon ventricosum","Burret","826721","species","http://www.worldfloraonline.org/taxon/wfo-0000835516;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:37275","","Arecaceae","1","1","wfo,wcvp","",true,266
"168","Ceroxylon vogelianum","1","826743","Ceroxylon vogelianum","1","species","","","","H.Wendl.","Arecaceae","Ceroxylon","Ceroxylon","1","vogelianum","vogelianum","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000835538","","Y","Accepted","Ceroxylon vogelianum","Ceroxylon vogelianum","H.Wendl.","826743","species","http://www.worldfloraonline.org/taxon/wfo-0000835538","","Arecaceae","1","1","wfo","",true,267
"169","Cestrum fragile","1","1009622","Cestrum fragile","1","species","","","","Francey","Solanaceae","Cestrum","Cestrum","1","fragile","fragile","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0001020521;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2713491","","Y","Accepted","Cestrum fragile","Cestrum fragile","Francey","1009622","species","http://www.worldfloraonline.org/taxon/wfo-0001020521;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2713491","","Solanaceae","1","1","wfo,wcvp","",true,269
"170","Chamaedorea pinnatifrons","1","830103","Chamaedorea pinnatifrons","1","species","","","","Oerst.","Arecaceae","Chamaedorea","Chamaedorea","1","pinnatifrons","pinnatifrons","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000838907","","Y","Accepted","Chamaedorea pinnatifrons","Chamaedorea pinnatifrons","Oerst.","830103","species","http://www.worldfloraonline.org/taxon/wfo-0000838907","","Arecaceae","1","1","wfo","",true,270
"171","Matricaria chamomilla","1","3724","Matricaria chamomilla","1","species","","","","L.","Asteraceae","Matricaria","Matricaria","1","chamomilla","chamomilla","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000003146;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2906535","","Y","Accepted","Matricaria chamomilla","Matricaria chamomilla","L.","3724","species","http://www.worldfloraonline.org/taxon/wfo-0000003146;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2906535","","Asteraceae","1","1","wfo,wcvp","",true,272
"172","Chimaphila umbellata","1","1488304","Chimaphila umbellata","1","species","","","","(L.) W.P.C.Barton","Ericaceae","Chimaphila","Chimaphila","1","umbellata","umbellata","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-1000040546;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2718281","","Y","Accepted","Chimaphila umbellata","Chimaphila umbellata","(L.) W.P.C.Barton","1488304","species","http://www.worldfloraonline.org/taxon/wfo-1000040546;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2718281","","Ericaceae","1","1","wfo,wcvp","",true,274
"173","Chloraea alpina","1","838149","Chloraea alpina","1","species","","","","Poepp.","Orchidaceae","Chloraea","Chloraea","1","alpina","alpina","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000846981;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:39282","","Y","Accepted","Chloraea alpina","Chloraea alpina","Poepp.","838149","species","http://www.worldfloraonline.org/taxon/wfo-0000846981;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:39282","","Orchidaceae","1","1","wfo,wcvp","",true,276
"174","Chloris barbata","1","850565","Chloris barbata","1","species","","","","Sw.","Poaceae","Chloris","Chloris","1","barbata","barbata","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000859416;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:404690","","Y","Accepted","Chloris barbata","Chloris barbata","Sw.","850565","species","http://www.worldfloraonline.org/taxon/wfo-0000859416;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:404690","","Poaceae","1","1","wfo,wcvp","",true,277
"175","Chondrilla juncea","1","30397","Chondrilla juncea","1","species","","","","L.","Asteraceae","Chondrilla","Chondrilla","1","juncea","juncea","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000030135;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3056390","","Y","Accepted","Chondrilla juncea","Chondrilla juncea","L.","30397","species","http://www.worldfloraonline.org/taxon/wfo-0000030135;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3056390","","Asteraceae","1","1","wfo,wcvp","",true,280
"176","Chondrilla ramosissima","1","10556","Chondrilla ramosissima","1","species","","","","Sibth. & Sm.","Asteraceae","Chondrilla","Chondrilla","1","ramosissima","ramosissima","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000010050","","Y","Accepted","Chondrilla ramosissima","Chondrilla ramosissima","Sibth. & Sm.","10556","species","http://www.worldfloraonline.org/taxon/wfo-0000010050","","Asteraceae","1","1","wfo","[Ambiguous]",true,282
"177","Glebionis coronaria","1","71439","Glebionis coronaria","1","species","","","","(L.) Cass. ex Spach","Asteraceae","Glebionis","Glebionis","1","coronaria","coronaria","1","","","","","","","","","","","","http://www.worldfloraonline.org/taxon/wfo-0000072121;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3112311","","Y","Accepted","Glebionis coronaria","Glebionis coronaria","(L.) Cass. ex Spach","71439","species","http://www.worldfloraonline.org/taxon/wfo-0000072121;https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3112311","","Asteraceae","1","1","wfo,wcvp","[Ambiguous]",true,286
